volcano,lat,lon,v_alt,yyyy,mm,dd,type,vei,p_alt_obs,p_alt_est,so2(kt)
Holuhraun,64.85,-16.833,0.8,2014,12,27,eff,0,5.0,-999.0,35.0
Fogo,14.95,-24.35,2.829,2014,12,27,eff,0,7.0,-999.0,1.0
Hunga_Tonga_Hungaapai,-20.57,-175.38,0.15,2014,12,27,exp,2,3.0,-999.0,2.0
Holuhraun,64.85,-16.833,0.8,2014,12,28,eff,0,5.0,-999.0,35.0
Hunga_Tonga_Hungaapai,-20.57,-175.38,0.15,2014,12,28,exp,2,3.0,-999.0,2.0
Holuhraun,64.85,-16.833,0.8,2014,12,29,eff,0,5.0,-999.0,35.0
Hunga_Tonga_Hungaapai,-20.57,-175.38,0.15,2014,12,29,exp,2,3.0,-999.0,2.0
Holuhraun,64.85,-16.833,0.8,2014,12,30,eff,0,5.0,-999.0,35.0
Hunga_Tonga_Hungaapai,-20.57,-175.38,0.15,2014,12,30,exp,2,3.0,-999.0,2.0
Holuhraun,64.85,-16.833,0.8,2014,12,31,eff,0,5.0,-999.0,35.0
Hunga_Tonga_Hungaapai,-20.57,-175.38,0.15,2014,12,31,exp,2,3.0,-999.0,2.0
Soputan,1.108,124.725,1.784,2015,2,2,exp,2,6.0,-999.0,2.0
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,2,4,eff,0,-999.0,7.631,1.7
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,2,5,eff,0,-999.0,7.631,2.9
Fuego,14.473,-90.88,3.763,2015,2,7,exp,3,5.0,-999.0,2.0
Chikurachki,50.325,155.458,1.816,2015,2,16,exp,2,8.0,-999.0,5.0
Ambrym,-16.25,168.12,1.334,2015,2,21,eff,1,-999.0,6.334,30.0
Ambrym,-16.25,168.12,1.334,2015,2,22,eff,1,-999.0,6.334,20.0
Ambrym,-16.25,168.12,1.334,2015,2,23,eff,1,-999.0,6.334,15.0
Ambrym,-16.25,168.12,1.334,2015,2,24,eff,1,-999.0,6.334,15.0
Sheveluch,56.653,161.36,3.283,2015,2,24,exp,3,7.0,-999.0,2.0
Ambrym,-16.25,168.12,1.334,2015,2,25,eff,1,-999.0,6.334,15.0
Sheveluch,56.653,161.36,3.283,2015,2,26,exp,3,7.0,-999.0,2.0
Sheveluch,56.653,161.36,3.283,2015,2,28,exp,3,9.0,-999.0,2.0
Villarrica,-39.42,-71.93,2.847,2015,3,3,exp,2,10.0,-999.0,5.0
Sheveluch,56.653,161.36,3.283,2015,3,3,exp,3,9.0,-999.0,2.0
Sheveluch,56.653,161.36,3.283,2015,3,8,exp,3,8.0,-999.0,2.0
Sheveluch,56.653,161.36,3.283,2015,3,16,exp,3,9.0,-999.0,5.0
Calbuco,-41.326,-72.614,2.003,2015,4,22,exp,4,20.0,-999.0,400.0
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,5,18,eff,0,-999.0,7.631,1.0
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,5,19,eff,0,-999.0,3.0,1.3
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,5,20,eff,0,-999.0,3.0,0.5
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,5,21,eff,0,-999.0,3.0,0.04
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,5,22,eff,0,-999.0,3.0,0.5
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,5,23,eff,0,-999.0,3.0,0.13
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,5,24,eff,0,-999.0,3.0,0.24
Wolf,0.02,-91.35,1.71,2015,5,25,eff,4,15.0,-999.0,116.0
Wolf,0.02,-91.35,1.71,2015,5,26,eff,4,5.0,-999.0,201.0
Wolf,0.02,-91.35,1.71,2015,5,27,eff,4,5.0,-999.0,160.0
Wolf,0.02,-91.35,1.71,2015,5,28,eff,4,5.0,-999.0,103.0
Wolf,0.02,-91.35,1.71,2015,5,29,eff,4,5.0,-999.0,76.0
Kuchinoerabujima,30.443,130.217,0.657,2015,5,29,exp,2,9.0,-999.0,4.0
Wolf,0.02,-91.35,1.71,2015,5,30,eff,4,5.0,-999.0,31.0
Wolf,0.02,-91.35,1.71,2015,5,31,eff,4,5.0,-999.0,62.0
Wolf,0.02,-91.35,1.71,2015,6,1,eff,4,5.0,-999.0,21.0
Wolf,0.02,-91.35,1.71,2015,6,2,eff,4,5.0,-999.0,13.0
Wolf,0.02,-91.35,1.71,2015,6,3,eff,4,5.0,-999.0,2.0
Wolf,0.02,-91.35,1.71,2015,6,4,eff,4,5.0,-999.0,1.0
Wolf,0.02,-91.35,1.71,2015,6,5,eff,4,5.0,-999.0,2.0
Wolf,0.02,-91.35,1.71,2015,6,6,eff,4,5.0,-999.0,1.0
Wolf,0.02,-91.35,1.71,2015,6,7,eff,4,5.0,-999.0,1.0
Wolf,0.02,-91.35,1.71,2015,6,9,eff,4,5.0,-999.0,1.0
Wolf,0.02,-91.35,1.71,2015,6,10,eff,4,5.0,-999.0,1.0
Wolf,0.02,-91.35,1.71,2015,6,11,eff,4,5.0,-999.0,2.0
Wolf,0.02,-91.35,1.71,2015,6,12,eff,4,5.0,-999.0,1.0
Wolf,0.02,-91.35,1.71,2015,6,13,eff,4,5.0,-999.0,1.0
Wolf,0.02,-91.35,1.71,2015,6,14,eff,4,5.0,-999.0,2.0
Wolf,0.02,-91.35,1.71,2015,6,15,eff,4,5.0,-999.0,2.0
Wolf,0.02,-91.35,1.71,2015,6,16,eff,4,5.0,-999.0,2.0
Wolf,0.02,-91.35,1.71,2015,6,17,eff,4,5.0,-999.0,1.0
Wolf,0.02,-91.35,1.71,2015,6,18,eff,4,5.0,-999.0,5.0
Wolf,0.02,-91.35,1.71,2015,6,19,eff,4,5.0,-999.0,2.0
Wolf,0.02,-91.35,1.71,2015,6,20,eff,4,5.0,-999.0,3.0
Wolf,0.02,-91.35,1.71,2015,6,21,eff,4,5.0,-999.0,2.0
Wolf,0.02,-91.35,1.71,2015,6,22,eff,4,5.0,-999.0,4.0
Raung,-8.119,114.056,3.26,2015,6,22,exp,3,4.0,-999.0,1.0
Wolf,0.02,-91.35,1.71,2015,6,23,eff,4,5.0,-999.0,1.0
Raung,-8.119,114.056,3.26,2015,6,23,exp,3,4.0,-999.0,1.0
Wolf,0.02,-91.35,1.71,2015,6,24,eff,4,5.0,-999.0,1.0
Raung,-8.119,114.056,3.26,2015,6,24,exp,3,4.0,-999.0,1.0
Wolf,0.02,-91.35,1.71,2015,6,25,eff,4,5.0,-999.0,1.0
Raung,-8.119,114.056,3.26,2015,6,25,exp,3,4.0,-999.0,1.0
Wolf,0.02,-91.35,1.71,2015,6,26,eff,4,5.0,-999.0,1.0
Raung,-8.119,114.056,3.26,2015,6,26,exp,3,4.0,-999.0,1.0
Wolf,0.02,-91.35,1.71,2015,6,27,eff,4,5.0,-999.0,1.0
Raung,-8.119,114.056,3.26,2015,6,27,exp,3,4.0,-999.0,1.0
Wolf,0.02,-91.35,1.71,2015,6,28,eff,4,5.0,-999.0,1.0
Raung,-8.119,114.056,3.26,2015,6,28,exp,3,4.0,-999.0,1.0
Wolf,0.02,-91.35,1.71,2015,6,29,eff,4,5.0,-999.0,2.0
Raung,-8.119,114.056,3.26,2015,6,29,exp,3,4.0,-999.0,1.0
Wolf,0.02,-91.35,1.71,2015,6,30,eff,4,5.0,-999.0,1.0
Raung,-8.119,114.056,3.26,2015,6,30,exp,3,4.0,-999.0,1.0
Raung,-8.119,114.056,3.26,2015,7,1,exp,3,6.0,-999.0,2.0
Raung,-8.119,114.056,3.26,2015,7,2,exp,3,6.0,-999.0,2.0
Raung,-8.119,114.056,3.26,2015,7,3,exp,3,6.0,-999.0,2.0
Raung,-8.119,114.056,3.26,2015,7,4,exp,3,6.0,-999.0,2.0
Raung,-8.119,114.056,3.26,2015,7,5,exp,3,6.0,-999.0,2.0
Raung,-8.119,114.056,3.26,2015,7,6,exp,3,6.0,-999.0,2.0
Raung,-8.119,114.056,3.26,2015,7,7,exp,3,6.0,-999.0,2.0
Raung,-8.119,114.056,3.26,2015,7,8,exp,3,6.0,-999.0,2.0
Raung,-8.119,114.056,3.26,2015,7,9,exp,3,6.0,-999.0,2.0
Raung,-8.119,114.056,3.26,2015,7,10,exp,3,6.0,-999.0,2.0
Raung,-8.119,114.056,3.26,2015,7,11,exp,3,6.0,-999.0,2.0
Raung,-8.119,114.056,3.26,2015,7,12,exp,3,6.0,-999.0,2.0
Zhupanovsky,53.589,159.15,2.899,2015,7,12,exp,3,10.0,-999.0,10.0
Raung,-8.119,114.056,3.26,2015,7,13,exp,3,6.0,-999.0,2.0
Raung,-8.119,114.056,3.26,2015,7,14,exp,3,6.0,-999.0,3.0
Raung,-8.119,114.056,3.26,2015,7,15,exp,3,6.0,-999.0,3.0
Raung,-8.119,114.056,3.26,2015,7,16,exp,3,6.0,-999.0,3.0
Raung,-8.119,114.056,3.26,2015,7,17,exp,3,6.0,-999.0,4.0
Raung,-8.119,114.056,3.26,2015,7,18,exp,3,6.0,-999.0,3.0
Gamalama,0.8,127.33,1.715,2015,7,18,exp,2,6.0,-999.0,2.0
Raung,-8.119,114.056,3.26,2015,7,19,exp,3,6.0,-999.0,3.0
Raung,-8.119,114.056,3.26,2015,7,20,exp,3,6.0,-999.0,3.0
Raung,-8.119,114.056,3.26,2015,7,21,exp,3,6.0,-999.0,3.0
Raung,-8.119,114.056,3.26,2015,7,22,exp,3,6.0,-999.0,3.0
Raung,-8.119,114.056,3.26,2015,7,23,exp,3,6.0,-999.0,3.0
Raung,-8.119,114.056,3.26,2015,7,24,exp,3,6.0,-999.0,4.0
Raung,-8.119,114.056,3.26,2015,7,25,exp,3,6.0,-999.0,4.0
Raung,-8.119,114.056,3.26,2015,7,26,exp,3,6.0,-999.0,4.0
Raung,-8.119,114.056,3.26,2015,7,27,exp,3,6.0,-999.0,4.0
Raung,-8.119,114.056,3.26,2015,7,28,exp,3,6.0,-999.0,4.0
Raung,-8.119,114.056,3.26,2015,7,29,exp,3,5.0,-999.0,1.0
Raung,-8.119,114.056,3.26,2015,7,30,exp,3,5.0,-999.0,1.0
Raung,-8.119,114.056,3.26,2015,7,31,exp,3,5.0,-999.0,1.0
Manam,-4.1,145.061,1.807,2015,7,31,exp,3,19.0,-999.0,50.0
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,7,31,eff,0,-999.0,7.631,2.0
Raung,-8.119,114.056,3.26,2015,8,1,exp,3,5.0,-999.0,1.0
Raung,-8.119,114.056,3.26,2015,8,2,exp,3,5.0,-999.0,2.0
Raung,-8.119,114.056,3.26,2015,8,3,exp,3,5.0,-999.0,5.0
Raung,-8.119,114.056,3.26,2015,8,4,exp,3,5.0,-999.0,5.0
Raung,-8.119,114.056,3.26,2015,8,5,exp,3,5.0,-999.0,5.0
Raung,-8.119,114.056,3.26,2015,8,6,exp,3,5.0,-999.0,5.0
Raung,-8.119,114.056,3.26,2015,8,7,exp,3,5.0,-999.0,5.0
Raung,-8.119,114.056,3.26,2015,8,8,exp,3,5.0,-999.0,2.0
Raung,-8.119,114.056,3.26,2015,8,9,exp,3,5.0,-999.0,2.0
Raung,-8.119,114.056,3.26,2015,8,10,exp,3,5.0,-999.0,2.0
Raung,-8.119,114.056,3.26,2015,8,11,exp,3,5.0,-999.0,2.0
Raung,-8.119,114.056,3.26,2015,8,12,exp,3,4.0,-999.0,2.0
Raung,-8.119,114.056,3.26,2015,8,13,exp,3,4.0,-999.0,2.0
Cotopaxi,-0.677,-78.436,5.911,2015,8,14,exp,3,18.0,-999.0,20.0
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,8,25,eff,0,-999.0,7.631,1.0
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,8,26,eff,0,-999.0,3.0,0.52
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,8,27,eff,0,-999.0,3.0,0.35
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,8,28,eff,0,-999.0,3.0,0.27
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,8,29,eff,0,-999.0,3.0,0.12
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,8,30,eff,0,-999.0,3.0,0.2
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,8,31,eff,0,-999.0,3.0,0.2
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,9,1,eff,0,-999.0,3.0,0.05
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,9,2,eff,0,-999.0,3.0,0.25
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,9,3,eff,0,-999.0,3.0,0.01
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,9,4,eff,0,-999.0,3.0,0.31
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,9,5,eff,0,-999.0,3.0,0.56
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,9,6,eff,0,-999.0,3.0,0.74
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,9,7,eff,0,-999.0,3.0,0.01
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,9,8,eff,0,-999.0,3.0,0.06
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,9,9,eff,0,-999.0,3.0,0.5
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,9,10,eff,0,-999.0,3.0,0.05
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,9,11,eff,0,-999.0,3.0,0.3
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,9,12,eff,0,-999.0,3.0,0.2
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,9,13,eff,0,-999.0,3.0,0.01
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,9,14,eff,0,-999.0,3.0,0.01
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,9,15,eff,0,-999.0,3.0,0.3
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,9,16,eff,0,-999.0,3.0,0.1
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,9,17,eff,0,-999.0,3.0,0.5
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,9,18,eff,0,-999.0,3.0,0.1
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,9,19,eff,0,-999.0,3.0,0.04
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,9,20,eff,0,-999.0,3.0,0.13
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,9,21,eff,0,-999.0,3.0,0.03
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,9,22,eff,0,-999.0,3.0,0.1
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,9,23,eff,0,-999.0,3.0,0.02
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,9,24,eff,0,-999.0,3.0,0.02
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,9,25,eff,0,-999.0,3.0,0.02
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,9,26,eff,0,-999.0,3.0,0.02
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,9,27,eff,0,-999.0,3.0,0.1
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,9,28,eff,0,-999.0,3.0,0.2
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,9,29,eff,0,-999.0,3.0,0.5
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,9,30,eff,0,-999.0,3.0,0.02
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,10,1,eff,0,-999.0,3.0,0.03
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,10,2,eff,0,-999.0,3.0,0.02
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,10,3,eff,0,-999.0,3.0,0.42
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,10,4,eff,0,-999.0,3.0,0.2
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,10,5,eff,0,-999.0,3.0,0.23
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,10,6,eff,0,-999.0,3.0,0.8
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,10,7,eff,0,-999.0,3.0,0.3
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,10,8,eff,0,-999.0,3.0,0.4
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,10,9,eff,0,-999.0,3.0,0.2
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,10,10,eff,0,-999.0,3.0,0.02
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,10,11,eff,0,-999.0,3.0,0.2
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,10,12,eff,0,-999.0,3.0,0.2
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,10,13,eff,0,-999.0,3.0,1.7
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,10,14,eff,0,-999.0,3.0,0.8
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,10,15,eff,0,-999.0,3.0,1.0
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,10,16,eff,0,-999.0,3.0,0.2
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,10,17,eff,0,-999.0,3.0,0.9
Piton_de_la_Fournaise,-21.229,55.713,2.631,2015,10,18,eff,0,-999.0,3.0,0.4
Rinjani,-8.42,116.47,3.726,2015,10,30,exp,2,5.0,-999.0,1.0
Rinjani,-8.42,116.47,3.726,2015,10,31,exp,2,5.0,-999.0,1.0
Rinjani,-8.42,116.47,3.726,2015,11,1,exp,2,5.0,-999.0,1.0
Rinjani,-8.42,116.47,3.726,2015,11,2,exp,2,5.0,-999.0,1.0
Rinjani,-8.42,116.47,3.726,2015,11,3,exp,2,5.0,-999.0,1.0
Rinjani,-8.42,116.47,3.726,2015,11,4,exp,2,6.0,-999.0,2.0
Rinjani,-8.42,116.47,3.726,2015,11,5,exp,2,6.0,-999.0,2.0
Rinjani,-8.42,116.47,3.726,2015,11,6,exp,2,6.0,-999.0,2.0
Rinjani,-8.42,116.47,3.726,2015,11,7,exp,2,6.0,-999.0,2.0
Rinjani,-8.42,116.47,3.726,2015,11,8,exp,2,6.0,-999.0,2.0
Rinjani,-8.42,116.47,3.726,2015,11,9,exp,2,6.0,-999.0,2.0
Rinjani,-8.42,116.47,3.726,2015,11,10,exp,2,6.0,-999.0,2.0
Rinjani,-8.42,116.47,3.726,2015,11,11,exp,2,5.0,-999.0,1.0
Rinjani,-8.42,116.47,3.726,2015,11,12,exp,2,5.0,-999.0,1.0
Rinjani,-8.42,116.47,3.726,2015,11,13,exp,2,5.0,-999.0,1.0
Rinjani,-8.42,116.47,3.726,2015,11,14,exp,2,5.0,-999.0,1.0
Rinjani,-8.42,116.47,3.726,2015,11,15,exp,2,5.0,-999.0,1.0
Rinjani,-8.42,116.47,3.726,2015,11,16,exp,2,5.0,-999.0,1.0
Rinjani,-8.42,116.47,3.726,2015,11,17,exp,2,5.0,-999.0,1.0
Telica,12.602,-86.845,1.061,2015,11,22,exp,2,2.4,-999.0,1.0
Momotombo,12.422,-86.54,1.297,2015,12,2,exp,2,2.0,-999.0,1.5
Etna,37.734,15.004,3.35,2015,12,3,exp,2,13.0,-999.0,25.0
Bromo,-7.942,112.95,2.329,2015,12,7,exp,2,3.0,-999.0,1.0
Bromo,-7.942,112.95,2.329,2015,12,8,exp,2,3.0,-999.0,1.0
Bromo,-7.942,112.95,2.329,2015,12,9,exp,2,3.0,-999.0,1.0
Bromo,-7.942,112.95,2.329,2015,12,10,exp,2,3.0,-999.0,1.0
Bromo,-7.942,112.95,2.329,2015,12,11,exp,2,3.0,-999.0,1.0
Bromo,-7.942,112.95,2.329,2015,12,12,exp,2,3.0,-999.0,1.0
Bromo,-7.942,112.95,2.329,2015,12,13,exp,2,3.0,-999.0,1.0
Bromo,-7.942,112.95,2.329,2015,12,14,exp,2,3.0,-999.0,1.0
Bromo,-7.942,112.95,2.329,2015,12,15,exp,2,3.0,-999.0,1.0
Bromo,-7.942,112.95,2.329,2015,12,16,exp,2,4.0,-999.0,1.0
Bromo,-7.942,112.95,2.329,2015,12,17,exp,2,4.0,-999.0,1.0
Bromo,-7.942,112.95,2.329,2015,12,18,exp,2,4.0,-999.0,1.0
Bromo,-7.942,112.95,2.329,2015,12,19,exp,2,4.0,-999.0,1.0
Bromo,-7.942,112.95,2.329,2015,12,20,exp,2,4.0,-999.0,1.0
Bromo,-7.942,112.95,2.329,2015,12,21,exp,2,4.0,-999.0,1.0
Bromo,-7.942,112.95,2.329,2015,12,22,exp,2,4.0,-999.0,1.0
Bromo,-7.942,112.95,2.329,2015,12,23,exp,2,5.0,-999.0,2.0
Bromo,-7.942,112.95,2.329,2015,12,24,exp,2,5.0,-999.0,2.0
Bromo,-7.942,112.95,2.329,2015,12,25,exp,2,5.0,-999.0,2.0
Bromo,-7.942,112.95,2.329,2015,12,26,exp,2,5.0,-999.0,2.0
Bromo,-7.942,112.95,2.329,2015,12,27,exp,2,5.0,-999.0,2.0
Bromo,-7.942,112.95,2.329,2015,12,28,exp,2,5.0,-999.0,2.0
Bromo,-7.942,112.95,2.329,2015,12,29,exp,2,5.0,-999.0,2.0
Bromo,-7.942,112.95,2.329,2015,12,30,exp,2,5.0,-999.0,3.0
Bromo,-7.942,112.95,2.329,2015,12,31,exp,2,5.0,-999.0,3.0
Bromo,-7.942,112.95,2.329,2016,1,1,exp,2,5.0,-999.0,3.0
Bromo,-7.942,112.95,2.329,2016,1,2,exp,2,5.0,-999.0,4.0
Bromo,-7.942,112.95,2.329,2016,1,3,exp,2,5.0,-999.0,4.0
Bromo,-7.942,112.95,2.329,2016,1,4,exp,2,5.0,-999.0,4.0
Fuego,14.473,-90.88,3.763,2016,1,4,exp,3,7.0,-999.0,1.0
Bromo,-7.942,112.95,2.329,2016,1,5,exp,2,5.0,-999.0,4.0
Soputan,1.108,124.725,1.784,2016,1,5,exp,2,-999.0,11.784,3.0
Bromo,-7.942,112.95,2.329,2016,1,6,exp,2,4.0,-999.0,4.0
Bromo,-7.942,112.95,2.329,2016,1,7,exp,2,4.0,-999.0,4.0
Bromo,-7.942,112.95,2.329,2016,1,8,exp,2,4.0,-999.0,4.0
Bromo,-7.942,112.95,2.329,2016,1,9,exp,2,4.0,-999.0,4.0
Bromo,-7.942,112.95,2.329,2016,1,10,exp,2,4.0,-999.0,4.0
Bromo,-7.942,112.95,2.329,2016,1,11,exp,2,4.0,-999.0,4.0
Bromo,-7.942,112.95,2.329,2016,1,12,exp,2,4.0,-999.0,4.0
Bromo,-7.942,112.95,2.329,2016,1,13,exp,2,5.0,-999.0,4.0
Bromo,-7.942,112.95,2.329,2016,1,14,exp,2,5.0,-999.0,5.0
Bromo,-7.942,112.95,2.329,2016,1,15,exp,2,5.0,-999.0,4.0
Bromo,-7.942,112.95,2.329,2016,1,16,exp,2,5.0,-999.0,4.0
Bromo,-7.942,112.95,2.329,2016,1,17,exp,2,5.0,-999.0,4.0
Bromo,-7.942,112.95,2.329,2016,1,18,exp,2,5.0,-999.0,4.0
Bromo,-7.942,112.95,2.329,2016,1,19,exp,2,5.0,-999.0,4.0
Bromo,-7.942,112.95,2.329,2016,1,20,exp,2,4.0,-999.0,2.0
Fuego,14.473,-90.88,3.763,2016,1,20,exp,2,7.0,-999.0,1.0
Bromo,-7.942,112.95,2.329,2016,1,21,exp,2,4.0,-999.0,2.0
Bromo,-7.942,112.95,2.329,2016,1,22,exp,2,4.0,-999.0,2.0
Bromo,-7.942,112.95,2.329,2016,1,23,exp,2,4.0,-999.0,2.0
Bromo,-7.942,112.95,2.329,2016,1,24,exp,2,4.0,-999.0,2.0
Bromo,-7.942,112.95,2.329,2016,1,25,exp,2,4.0,-999.0,1.0
Bromo,-7.942,112.95,2.329,2016,1,26,exp,2,4.0,-999.0,1.0
Bromo,-7.942,112.95,2.329,2016,1,27,exp,2,4.0,-999.0,1.0
Bromo,-7.942,112.95,2.329,2016,1,28,exp,2,4.0,-999.0,1.0
Bromo,-7.942,112.95,2.329,2016,1,29,exp,2,4.0,-999.0,1.0
Soputan,1.108,124.725,1.784,2016,2,6,exp,2,7.0,-999.0,5.0
Fuego,14.473,-90.88,3.763,2016,2,10,exp,2,7.0,-999.0,1.0
Pavlof,55.42,-161.9,2.519,2016,3,27,exp,2,9.0,-999.0,36.0
Chikurachki,50.325,155.458,1.816,2016,3,30,exp,2,-999.0,6.816,4.0
Canlaon,10.412,123.132,2.435,2016,3,30,exp,1,3.0,-999.0,1.0
Etna,37.734,15.004,3.35,2016,5,18,exp,2,7.0,-999.0,3.0
Etna,37.734,15.004,3.35,2016,5,21,exp,2,7.0,-999.0,2.0
Piton_de_la_Fournaise,-21.229,55.713,2.631,2016,5,26,eff,0,-999.0,7.631,0.5
Alaid,50.858,155.55,2.339,2016,7,4,exp,2,-999.0,7.339,1.0
Alaid,50.858,155.55,2.339,2016,7,5,exp,2,-999.0,7.339,1.0
Kliuchevskoi,56.057,160.638,4.835,2016,7,6,exp,2,7.5,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2016,7,7,exp,2,7.5,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2016,7,8,exp,2,7.5,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2016,7,8,exp,2,7.5,-999.0,1.0
Kliuchevskoi,56.057,160.638,4.835,2016,7,9,exp,2,7.5,-999.0,1.0
Kliuchevskoi,56.057,160.638,4.835,2016,7,10,exp,2,7.5,-999.0,1.0
Kliuchevskoi,56.057,160.638,4.835,2016,7,11,exp,2,7.5,-999.0,1.0
Kliuchevskoi,56.057,160.638,4.835,2016,7,15,exp,2,7.5,-999.0,1.0
Kliuchevskoi,56.057,160.638,4.835,2016,7,16,exp,2,7.5,-999.0,1.0
Kliuchevskoi,56.057,160.638,4.835,2016,7,17,exp,2,7.5,-999.0,1.0
Kliuchevskoi,56.057,160.638,4.835,2016,7,18,exp,2,7.5,-999.0,1.0
Kliuchevskoi,56.057,160.638,4.835,2016,7,19,exp,2,7.5,-999.0,1.0
Kliuchevskoi,56.057,160.638,4.835,2016,7,20,exp,2,7.5,-999.0,1.0
Kliuchevskoi,56.057,160.638,4.835,2016,7,21,exp,2,7.5,-999.0,1.0
Kliuchevskoi,56.057,160.638,4.835,2016,7,22,exp,2,7.5,-999.0,1.0
Kliuchevskoi,56.057,160.638,4.835,2016,7,23,exp,2,7.5,-999.0,1.0
Kliuchevskoi,56.057,160.638,4.835,2016,7,24,exp,2,7.5,-999.0,1.0
Kliuchevskoi,56.057,160.638,4.835,2016,7,25,exp,2,7.5,-999.0,1.0
Kliuchevskoi,56.057,160.638,4.835,2016,7,26,exp,2,7.5,-999.0,1.0
Chikurachki,50.325,155.458,1.816,2016,7,27,exp,2,5.0,-999.0,5.0
Kliuchevskoi,56.057,160.638,4.835,2016,7,27,exp,2,7.5,-999.0,1.0
Kliuchevskoi,56.057,160.638,4.835,2016,7,28,exp,2,7.5,-999.0,1.0
Kliuchevskoi,56.057,160.638,4.835,2016,7,29,exp,2,7.5,-999.0,1.0
Kliuchevskoi,56.057,160.638,4.835,2016,7,30,exp,2,7.5,-999.0,1.0
Kliuchevskoi,56.057,160.638,4.835,2016,7,31,exp,2,7.5,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2016,8,1,exp,2,7.5,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2016,8,2,exp,2,7.5,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2016,8,3,exp,2,7.5,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2016,8,4,exp,2,7.5,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2016,8,5,exp,2,7.5,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2016,8,6,exp,2,7.5,-999.0,2.0
